email,title,category,owner_id,owner_name,street,city,postal_code,country,has_wheelchair_accessible_parking,address,website,phone,link,clean_link
paris@novius.com,Agence web Lyon NOVIUS,Concepteur de sites Web,110750109372936996919,Agence web Lyon NOVIUS,55 Av. Galline,Villeurbanne,69100,FR,Oui,"55 Av. Galline, 69100 Villeurbanne",https://www.novius.com/,04 27 46 20 00,https://www.google.com/maps/place/Agence+web+Lyon+NOVIUS/data=!4m7!3m6!1s0x47f4ea9be4736227:0x988db061ec044f2d!8m2!3d45.7764071!4d4.8683044!16s%2Fg%2F1td9vgh0!19sChIJJ2Jz5Jvq9EcRLU8E7GGwjZg?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Agence+web+Lyon+NOVIUS/data=!4m7!3m6!1s0x47f4ea9be4736227:0x988db061ec044f2d!8m2!3d45.7764071!4d4.8683044!16s%2Fg%2F1td9vgh0!19sChIJJ2Jz5Jvq9EcRLU8E7GGwjZg
lyon@novius.com,Agence web Lyon NOVIUS,Concepteur de sites Web,110750109372936996919,Agence web Lyon NOVIUS,55 Av. Galline,Villeurbanne,69100,FR,Oui,"55 Av. Galline, 69100 Villeurbanne",https://www.novius.com/,04 27 46 20 00,https://www.google.com/maps/place/Agence+web+Lyon+NOVIUS/data=!4m7!3m6!1s0x47f4ea9be4736227:0x988db061ec044f2d!8m2!3d45.7764071!4d4.8683044!16s%2Fg%2F1td9vgh0!19sChIJJ2Jz5Jvq9EcRLU8E7GGwjZg?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Agence+web+Lyon+NOVIUS/data=!4m7!3m6!1s0x47f4ea9be4736227:0x988db061ec044f2d!8m2!3d45.7764071!4d4.8683044!16s%2Fg%2F1td9vgh0!19sChIJJ2Jz5Jvq9EcRLU8E7GGwjZg
annecy@novius.com,Agence web Lyon NOVIUS,Concepteur de sites Web,110750109372936996919,Agence web Lyon NOVIUS,55 Av. Galline,Villeurbanne,69100,FR,Oui,"55 Av. Galline, 69100 Villeurbanne",https://www.novius.com/,04 27 46 20 00,https://www.google.com/maps/place/Agence+web+Lyon+NOVIUS/data=!4m7!3m6!1s0x47f4ea9be4736227:0x988db061ec044f2d!8m2!3d45.7764071!4d4.8683044!16s%2Fg%2F1td9vgh0!19sChIJJ2Jz5Jvq9EcRLU8E7GGwjZg?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Agence+web+Lyon+NOVIUS/data=!4m7!3m6!1s0x47f4ea9be4736227:0x988db061ec044f2d!8m2!3d45.7764071!4d4.8683044!16s%2Fg%2F1td9vgh0!19sChIJJ2Jz5Jvq9EcRLU8E7GGwjZg
contact@swebetech.com,Swebetech - Agence Web & Inform'Éthique,Concepteur de sites Web,116441776200150617398,Swebetech - Agence Web & Inform'Éthique,,,,,Non,,https://swebetech.com/,04 81 91 16 11,https://www.google.com/maps/place/Swebetech+-+Agence+Web+%26+Inform%27%C3%89thique/data=!4m7!3m6!1s0x8b5520214c788cf7:0x9773c61dc624510c!8m2!3d45.7579507!4d4.8351239!16s%2Fg%2F11sd1m2bnb!19sChIJ94x4TCEgVYsRDFEkxh3Gc5c?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Swebetech+-+Agence+Web+%26+Inform%27%C3%89thique/data=!4m7!3m6!1s0x8b5520214c788cf7:0x9773c61dc624510c!8m2!3d45.7579507!4d4.8351239!16s%2Fg%2F11sd1m2bnb!19sChIJ94x4TCEgVYsRDFEkxh3Gc5c
contact@webinsighters.com,Webinsighters - Agence web,Concepteur de sites Web,104517174590831836136,Webinsighters - Agence web,74 Rue Eugène Pons,Lyon,69004,FR,Oui,"74 Rue Eugène Pons, 69004 Lyon",http://webinsighters.com/,07 67 00 86 89,https://www.google.com/maps/place/Webinsighters+-+Agence+web/data=!4m7!3m6!1s0x47f4eba3da07ca9d:0x8662a48b38d17e53!8m2!3d45.7792164!4d4.8403882!16s%2Fg%2F11sffbqkj_!19sChIJncoH2qPr9EcRU37ROIukYoY?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Webinsighters+-+Agence+web/data=!4m7!3m6!1s0x47f4eba3da07ca9d:0x8662a48b38d17e53!8m2!3d45.7792164!4d4.8403882!16s%2Fg%2F11sffbqkj_!19sChIJncoH2qPr9EcRU37ROIukYoY
contact@greentic.net,Greentic,Concepteur de sites Web,114616078204421838296,Greentic,5 Rue de Castries,Lyon,69002,FR,Non,"5 Rue de Castries, 69002 Lyon",http://www.greentic.net/,04 28 29 02 38,https://www.google.com/maps/place/Greentic/data=!4m7!3m6!1s0x47f4eb0dcebfd393:0xcbcdcab2f70819d6!8m2!3d45.752946!4d4.8259721!16s%2Fg%2F1wc479s7!19sChIJk9O_zg3r9EcR1hkI97LKzcs?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Greentic/data=!4m7!3m6!1s0x47f4eb0dcebfd393:0xcbcdcab2f70819d6!8m2!3d45.752946!4d4.8259721!16s%2Fg%2F1wc479s7!19sChIJk9O_zg3r9EcR1hkI97LKzcs
contact@monagenceduweb.com,MON AGENCE DU WEB,Agence de marketing,104704189754270202677,MON AGENCE DU WEB,"La Turbine, 32 Bd du Port",Cergy,95000,FR,Oui,"La Turbine, 32 Bd du Port, 95000 Cergy",https://monagenceduweb.com/,09 70 44 08 64,https://www.google.com/maps/place/MON+AGENCE+DU+WEB/data=!4m7!3m6!1s0x47e6f53a51eca93f:0xdfb2d9a4fb1df99b!8m2!3d49.0325748!4d2.0658304!16s%2Fg%2F11dz_pt92c!19sChIJP6nsUTr15kcRm_kd-6TZst8?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/MON+AGENCE+DU+WEB/data=!4m7!3m6!1s0x47e6f53a51eca93f:0xdfb2d9a4fb1df99b!8m2!3d49.0325748!4d2.0658304!16s%2Fg%2F11dz_pt92c!19sChIJP6nsUTr15kcRm_kd-6TZst8
bonjour@nyuton.fr,Nyutōn - Agence communication et stratégie digitale,Service de marketing Internet,118059416687658515242,Nyutōn - Agence communication et stratégie digitale,196 Grande Rue,Oullins,69600,FR,Non,"196 Grande Rue, 69600 Oullins",https://nyuton.fr/,06 73 53 17 67,https://www.google.com/maps/place/Nyut%C5%8Dn+-+Agence+communication+et+strat%C3%A9gie+digitale/data=!4m7!3m6!1s0x47f4e96bc4f26483:0x8d6d9cf5e285173f!8m2!3d45.7122928!4d4.8029715!16s%2Fg%2F11vk2qzzzm!19sChIJg2TyxGvp9EcRPxeF4vWcbY0?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Nyut%C5%8Dn+-+Agence+communication+et+strat%C3%A9gie+digitale/data=!4m7!3m6!1s0x47f4e96bc4f26483:0x8d6d9cf5e285173f!8m2!3d45.7122928!4d4.8029715!16s%2Fg%2F11vk2qzzzm!19sChIJg2TyxGvp9EcRPxeF4vWcbY0
support@superdata.fr,Cipherr,Service de marketing Internet,101155960525533673416,Cipherr,254 Rue Vendôme,Lyon,69003,FR,Non,"254 Rue Vendôme, 69003 Lyon",https://superdata.fr/,06 75 06 03 11,https://www.google.com/maps/place/Cipherr/data=!4m7!3m6!1s0x12b6a58f6f6a7ead:0xcb17023d93860700!8m2!3d45.757237!4d4.8470388!16s%2Fg%2F11jk2nl8n5!19sChIJrX5qb4-lthIRAAeGkz0CF8s?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Cipherr/data=!4m7!3m6!1s0x12b6a58f6f6a7ead:0xcb17023d93860700!8m2!3d45.757237!4d4.8470388!16s%2Fg%2F11jk2nl8n5!19sChIJrX5qb4-lthIRAAeGkz0CF8s
alexandre.steneck@zol.fr,ZOL,Concepteur de sites Web,,ZOL,22 Rue Robert,Lyon,69006,FR,Non,"22 Rue Robert, 69006 Lyon",http://www.zol.fr/,04 28 29 52 36,https://www.google.com/maps/place/ZOL/data=!4m7!3m6!1s0x47f4ea560a3dea99:0x223f3bc9efc29162!8m2!3d45.7640854!4d4.8479703!16s%2Fg%2F1tvt9pxk!19sChIJmeo9Clbq9EcRYpHC78k7PyI?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/ZOL/data=!4m7!3m6!1s0x47f4ea560a3dea99:0x223f3bc9efc29162!8m2!3d45.7640854!4d4.8479703!16s%2Fg%2F1tvt9pxk!19sChIJmeo9Clbq9EcRYpHC78k7PyI
bonjour@zol.fr,ZOL,Concepteur de sites Web,,ZOL,22 Rue Robert,Lyon,69006,FR,Non,"22 Rue Robert, 69006 Lyon",http://www.zol.fr/,04 28 29 52 36,https://www.google.com/maps/place/ZOL/data=!4m7!3m6!1s0x47f4ea560a3dea99:0x223f3bc9efc29162!8m2!3d45.7640854!4d4.8479703!16s%2Fg%2F1tvt9pxk!19sChIJmeo9Clbq9EcRYpHC78k7PyI?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/ZOL/data=!4m7!3m6!1s0x47f4ea560a3dea99:0x223f3bc9efc29162!8m2!3d45.7640854!4d4.8479703!16s%2Fg%2F1tvt9pxk!19sChIJmeo9Clbq9EcRYpHC78k7PyI
contact@agillia.fr,"Agillia - Agence web & e-commerce à Lyon - Expert Prestashop, Magento, Wordpress",Agence e-commerce,100952529496226967214,"Agillia - Agence web & e-commerce à Lyon - Expert Prestashop, Magento, Wordpress",26 Rue Berjon,Lyon,69009,FR,Oui,"26 Rue Berjon, 69009 Lyon",https://www.agillia.fr/,04 84 25 80 68,"https://www.google.com/maps/place/Agillia+-+Agence+web+%26+e-commerce+%C3%A0+Lyon+-+Expert+Prestashop,+Magento,+Wordpress/data=!4m7!3m6!1s0x47f4eb6e8e41c27b:0xad01fd98019e83a1!8m2!3d45.7771652!4d4.7982367!16s%2Fg%2F11bbt28yqc!19sChIJe8JBjm7r9EcRoYOeAZj9Aa0?authuser=0&hl=fr&rclk=1","https://www.google.com/maps/place/Agillia+-+Agence+web+%26+e-commerce+%C3%A0+Lyon+-+Expert+Prestashop,+Magento,+Wordpress/data=!4m7!3m6!1s0x47f4eb6e8e41c27b:0xad01fd98019e83a1!8m2!3d45.7771652!4d4.7982367!16s%2Fg%2F11bbt28yqc!19sChIJe8JBjm7r9EcRoYOeAZj9Aa0"
contact@pilot-in.com,Pilot'in - agence WordPress,Concepteur de sites Web,109748716105405785168,Pilot'in - agence WordPress,15 Rue Cavenne,Lyon,69007,FR,Non,"15 Rue Cavenne, 69007 Lyon",https://www.pilot-in.com/,04 82 53 74 30,https://www.google.com/maps/place/Pilot%27in+-+agence+WordPress/data=!4m7!3m6!1s0x47f4eaff3069bb11:0xaae54e2cd10c4063!8m2!3d45.7537678!4d4.8395626!16s%2Fg%2F11bw5szsbx!19sChIJEbtpMP_q9EcRY0AM0SxO5ao?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Pilot%27in+-+agence+WordPress/data=!4m7!3m6!1s0x47f4eaff3069bb11:0xaae54e2cd10c4063!8m2!3d45.7537678!4d4.8395626!16s%2Fg%2F11bw5szsbx!19sChIJEbtpMP_q9EcRY0AM0SxO5ao
wilevan.mesnard@linkeo.com,Agence Web Linkeo Lyon,Concepteur de sites Web,104954847294208643611,Agence Web Linkeo Lyon,26 Rue Bellecordière,Lyon,69002,FR,Non,"26 Rue Bellecordière, 69002 Lyon",http://www.linkeo-lyon.com/,09 74 56 69 69,https://www.google.com/maps/place/Agence+Web+Linkeo+Lyon/data=!4m7!3m6!1s0x47f4ea513ef868a7:0x1bb038cfb6c1d5b6!8m2!3d45.75807!4d4.835437!16s%2Fg%2F11gbf8q43z!19sChIJp2j4PlHq9EcRttXBts84sBs?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Agence+Web+Linkeo+Lyon/data=!4m7!3m6!1s0x47f4ea513ef868a7:0x1bb038cfb6c1d5b6!8m2!3d45.75807!4d4.835437!16s%2Fg%2F11gbf8q43z!19sChIJp2j4PlHq9EcRttXBts84sBs
projet@digital-cover.fr,Digital Cover,Concepteur de sites Web,102546318340460922002,Digital Cover,4 bis Rue Jarente,Lyon,69002,FR,Non,"4 bis Rue Jarente, 69002 Lyon",https://digital-cover.fr/,04 72 32 11 97,https://www.google.com/maps/place/Digital+Cover/data=!4m7!3m6!1s0x47f4eb6581c78ed5:0x3721bd3c32451421!8m2!3d45.7543932!4d4.8272783!16s%2Fg%2F1jkyf6vf4!19sChIJ1Y7HgWXr9EcRIRRFMjy9ITc?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Digital+Cover/data=!4m7!3m6!1s0x47f4eb6581c78ed5:0x3721bd3c32451421!8m2!3d45.7543932!4d4.8272783!16s%2Fg%2F1jkyf6vf4!19sChIJ1Y7HgWXr9EcRIRRFMjy9ITc
contact@digital-cover.fr,Digital Cover,Concepteur de sites Web,102546318340460922002,Digital Cover,4 bis Rue Jarente,Lyon,69002,FR,Non,"4 bis Rue Jarente, 69002 Lyon",https://digital-cover.fr/,04 72 32 11 97,https://www.google.com/maps/place/Digital+Cover/data=!4m7!3m6!1s0x47f4eb6581c78ed5:0x3721bd3c32451421!8m2!3d45.7543932!4d4.8272783!16s%2Fg%2F1jkyf6vf4!19sChIJ1Y7HgWXr9EcRIRRFMjy9ITc?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Digital+Cover/data=!4m7!3m6!1s0x47f4eb6581c78ed5:0x3721bd3c32451421!8m2!3d45.7543932!4d4.8272783!16s%2Fg%2F1jkyf6vf4!19sChIJ1Y7HgWXr9EcRIRRFMjy9ITc
contact@evolyon.fr,Evolyon,Concepteur de sites Web,105284544707992489133,Evolyon,51 Rue Léon Jouhaux,Lyon,69003,FR,Oui,"51 Rue Léon Jouhaux, 69003 Lyon",https://www.evolyon.fr/,04 37 57 38 97,https://www.google.com/maps/place/Evolyon/data=!4m7!3m6!1s0x47f4ea667b3d128f:0x65961891fa03e80a!8m2!3d45.7555624!4d4.8543104!16s%2Fg%2F11c38g6mn0!19sChIJjxI9e2bq9EcRCugD-pEYlmU?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Evolyon/data=!4m7!3m6!1s0x47f4ea667b3d128f:0x65961891fa03e80a!8m2!3d45.7555624!4d4.8543104!16s%2Fg%2F11c38g6mn0!19sChIJjxI9e2bq9EcRCugD-pEYlmU
contact@naratys.com,Naratys - ex 69pixl,Concepteur de sites Web,106373156656223017246,Naratys - ex 69pixl,6 Cr Lafayette,Lyon,69003,FR,Non,"6 Cr Lafayette, 69003 Lyon",https://naratys.com/#utm_medium=organic&utm_source=google&utm_campaign=gmb&utm_content=site,,https://www.google.com/maps/place/Naratys+-+ex+69pixl/data=!4m7!3m6!1s0x47f4eaf90cc26bfb:0xe38bdde119cc8b37!8m2!3d45.763447!4d4.842417!16s%2Fg%2F11bw2k2f_f!19sChIJ-2vCDPnq9EcRN4vMGeHdi-M?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Naratys+-+ex+69pixl/data=!4m7!3m6!1s0x47f4eaf90cc26bfb:0xe38bdde119cc8b37!8m2!3d45.763447!4d4.842417!16s%2Fg%2F11bw2k2f_f!19sChIJ-2vCDPnq9EcRN4vMGeHdi-M
contact@arobases.fr,Arobases - Agence Web & Ecommerce,Concepteur de sites Web,114718097558805454087,Arobases - Agence Web & Ecommerce,54 Rue Chevreul,Lyon,69007,FR,Oui,"54 Rue Chevreul, 69007 Lyon",https://www.arobases.fr/,04 72 79 41 75,https://www.google.com/maps/place/Arobases+-+Agence+Web+%26+Ecommerce/data=!4m7!3m6!1s0x47f4c7bf407cbaaf:0xa2b6bdf728020fa0!8m2!3d45.7474184!4d4.8424403!16s%2Fg%2F1v_smld5!19sChIJr7p8QL_H9EcRoA8CKPe9tqI?authuser=0&hl=fr&rclk=1,https://www.google.com/maps/place/Arobases+-+Agence+Web+%26+Ecommerce/data=!4m7!3m6!1s0x47f4c7bf407cbaaf:0xa2b6bdf728020fa0!8m2!3d45.7474184!4d4.8424403!16s%2Fg%2F1v_smld5!19sChIJr7p8QL_H9EcRoA8CKPe9tqI
